피자 ID,주문 ID,피자 이름 ID,주문 수량,주문 날짜,주문 요일,주문 시간,단가,총액,피자 사이즈,피자 종류,피자 재료 목록,피자 이름,사이즈별 가격 구간
33035,14603,four_cheese_l,1,9/1/2015,Tuesday,15:58:49,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33038,14604,cali_ckn_l,1,9/1/2015,Tuesday,15:59:11,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
33040,14605,bbq_ckn_l,1,9/1/2015,Tuesday,16:14:12,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33041,14605,pepperoni_l,1,9/1/2015,Tuesday,16:14:12,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
33042,14605,thai_ckn_l,1,9/1/2015,Tuesday,16:14:12,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33049,14610,bbq_ckn_l,1,9/1/2015,Tuesday,17:10:09,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33050,14610,veggie_veg_l,1,9/1/2015,Tuesday,17:10:09,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
33051,14611,napolitana_l,1,9/1/2015,Tuesday,17:19:19,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33053,14611,thai_ckn_l,1,9/1/2015,Tuesday,17:19:19,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33054,14612,bbq_ckn_l,1,9/1/2015,Tuesday,17:27:38,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33058,14613,five_cheese_l,1,9/1/2015,Tuesday,17:29:56,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33063,14615,mexicana_l,1,9/1/2015,Tuesday,17:58:32,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
33068,14617,five_cheese_l,1,9/1/2015,Tuesday,18:24:53,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33071,14618,prsc_argla_l,1,9/1/2015,Tuesday,18:37:45,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
33074,14619,thai_ckn_l,1,9/1/2015,Tuesday,18:45:17,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33083,14624,thai_ckn_l,1,9/1/2015,Tuesday,20:00:28,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33093,14627,mediterraneo_l,1,9/1/2015,Tuesday,20:19:31,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
33095,14628,bbq_ckn_l,1,9/1/2015,Tuesday,20:40:34,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33096,14628,peppr_salami_l,1,9/1/2015,Tuesday,20:40:34,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
33099,14629,pep_msh_pep_l,1,9/1/2015,Tuesday,20:45:07,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
33100,14630,ital_supr_l,1,9/1/2015,Tuesday,21:19:51,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
33104,14633,napolitana_l,1,9/2/2015,Wednesday,11:26:54,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33106,14633,thai_ckn_l,1,9/2/2015,Wednesday,11:26:54,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33109,14635,ckn_pesto_l,1,9/2/2015,Wednesday,11:39:57,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
33114,14637,mediterraneo_l,1,9/2/2015,Wednesday,12:07:09,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
33117,14640,four_cheese_l,1,9/2/2015,Wednesday,12:19:48,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33118,14641,ckn_pesto_l,1,9/2/2015,Wednesday,12:20:35,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
33121,14642,five_cheese_l,1,9/2/2015,Wednesday,12:56:07,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33123,14642,southw_ckn_l,1,9/2/2015,Wednesday,12:56:07,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33124,14642,spicy_ital_l,1,9/2/2015,Wednesday,12:56:07,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
33126,14642,thai_ckn_l,1,9/2/2015,Wednesday,12:56:07,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33129,14642,veggie_veg_l,1,9/2/2015,Wednesday,12:56:07,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
33132,14644,bbq_ckn_l,1,9/2/2015,Wednesday,12:59:50,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33138,14644,thai_ckn_l,1,9/2/2015,Wednesday,12:59:50,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33139,14644,the_greek_l,1,9/2/2015,Wednesday,12:59:50,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,고가
33141,14646,classic_dlx_l,1,9/2/2015,Wednesday,13:16:28,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
33143,14646,prsc_argla_l,1,9/2/2015,Wednesday,13:16:28,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
33148,14650,southw_ckn_l,1,9/2/2015,Wednesday,13:36:29,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33150,14651,spicy_ital_l,1,9/2/2015,Wednesday,13:38:58,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
33151,14651,spinach_fet_l,1,9/2/2015,Wednesday,13:38:58,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
33153,14652,hawaiian_l,1,9/2/2015,Wednesday,14:11:01,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
33154,14652,pepperoni_l,1,9/2/2015,Wednesday,14:11:01,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
33156,14653,thai_ckn_l,1,9/2/2015,Wednesday,14:14:04,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33157,14654,five_cheese_l,1,9/2/2015,Wednesday,14:23:17,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33158,14654,spicy_ital_l,1,9/2/2015,Wednesday,14:23:17,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
33169,14659,peppr_salami_l,1,9/2/2015,Wednesday,16:22:23,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
33170,14660,four_cheese_l,1,9/2/2015,Wednesday,16:24:24,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33173,14661,ital_cpcllo_l,1,9/2/2015,Wednesday,16:29:48,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
33174,14661,thai_ckn_l,1,9/2/2015,Wednesday,16:29:48,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33175,14662,five_cheese_l,1,9/2/2015,Wednesday,16:59:13,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33176,14662,four_cheese_l,1,9/2/2015,Wednesday,16:59:13,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33178,14663,ital_supr_l,1,9/2/2015,Wednesday,17:07:37,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
33186,14666,spin_pesto_l,1,9/2/2015,Wednesday,17:58:16,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,고가
33190,14668,ckn_pesto_l,1,9/2/2015,Wednesday,18:07:23,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
33191,14668,four_cheese_l,1,9/2/2015,Wednesday,18:07:23,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33192,14668,pepperoni_l,1,9/2/2015,Wednesday,18:07:23,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
33193,14669,four_cheese_l,1,9/2/2015,Wednesday,18:07:34,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33195,14671,classic_dlx_l,1,9/2/2015,Wednesday,18:56:13,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
33196,14671,sicilian_l,1,9/2/2015,Wednesday,18:56:13,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
33197,14672,four_cheese_l,1,9/2/2015,Wednesday,19:06:16,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33198,14672,southw_ckn_l,1,9/2/2015,Wednesday,19:06:16,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33200,14673,sicilian_l,1,9/2/2015,Wednesday,19:21:09,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
33204,14675,four_cheese_l,1,9/2/2015,Wednesday,20:03:29,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33205,14675,spinach_fet_l,1,9/2/2015,Wednesday,20:03:29,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
33206,14676,sicilian_l,1,9/2/2015,Wednesday,20:21:07,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
33211,14679,five_cheese_l,1,9/2/2015,Wednesday,20:47:54,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33213,14680,thai_ckn_l,1,9/2/2015,Wednesday,22:12:03,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33215,14682,hawaiian_l,1,9/3/2015,Thursday,11:34:44,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
33216,14682,sicilian_l,1,9/3/2015,Thursday,11:34:44,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
33217,14683,calabrese_l,1,9/3/2015,Thursday,11:35:58,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
33219,14683,veggie_veg_l,1,9/3/2015,Thursday,11:35:58,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
33223,14686,southw_ckn_l,1,9/3/2015,Thursday,11:57:48,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33224,14687,thai_ckn_l,1,9/3/2015,Thursday,12:07:59,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33225,14688,pep_msh_pep_l,1,9/3/2015,Thursday,12:40:44,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
33226,14689,bbq_ckn_l,1,9/3/2015,Thursday,12:42:35,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33227,14689,cali_ckn_l,1,9/3/2015,Thursday,12:42:35,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
33228,14689,five_cheese_l,1,9/3/2015,Thursday,12:42:35,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33231,14689,napolitana_l,1,9/3/2015,Thursday,12:42:35,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33233,14689,peppr_salami_l,1,9/3/2015,Thursday,12:42:35,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
33235,14689,spicy_ital_l,1,9/3/2015,Thursday,12:42:35,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
33236,14689,spinach_fet_l,1,9/3/2015,Thursday,12:42:35,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
33238,14691,ital_supr_l,1,9/3/2015,Thursday,12:50:19,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
33243,14693,hawaiian_l,1,9/3/2015,Thursday,13:03:54,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
33245,14695,five_cheese_l,1,9/3/2015,Thursday,13:20:55,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33247,14696,bbq_ckn_l,1,9/3/2015,Thursday,13:21:24,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33248,14697,five_cheese_l,1,9/3/2015,Thursday,13:23:37,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33255,14702,bbq_ckn_l,1,9/3/2015,Thursday,13:55:34,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33257,14702,five_cheese_l,1,9/3/2015,Thursday,13:55:34,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33261,14702,southw_ckn_l,1,9/3/2015,Thursday,13:55:34,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33262,14702,spin_pesto_l,1,9/3/2015,Thursday,13:55:34,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,고가
33263,14702,thai_ckn_l,2,9/3/2015,Thursday,13:55:34,20.75,41.5,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33270,14705,napolitana_l,1,9/3/2015,Thursday,14:44:57,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33271,14705,peppr_salami_l,1,9/3/2015,Thursday,14:44:57,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
33274,14708,sicilian_l,1,9/3/2015,Thursday,16:20:05,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
33276,14709,five_cheese_l,1,9/3/2015,Thursday,16:25:35,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33278,14709,spinach_supr_l,1,9/3/2015,Thursday,16:25:35,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,고가
33286,14713,napolitana_l,2,9/3/2015,Thursday,16:59:47,20.5,41.0,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33287,14714,mediterraneo_l,1,9/3/2015,Thursday,17:07:59,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
33288,14715,ital_veggie_l,1,9/3/2015,Thursday,17:15:00,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,고가
33294,14717,five_cheese_l,1,9/3/2015,Thursday,17:32:25,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
33295,14717,four_cheese_l,1,9/3/2015,Thursday,17:32:25,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33300,14719,ital_supr_l,1,9/3/2015,Thursday,17:33:29,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
33302,14721,napolitana_l,1,9/3/2015,Thursday,17:59:05,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33303,14722,bbq_ckn_l,1,9/3/2015,Thursday,17:59:50,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33308,14725,ckn_pesto_l,1,9/3/2015,Thursday,18:21:50,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
33309,14725,thai_ckn_l,1,9/3/2015,Thursday,18:21:50,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
33314,14727,ckn_pesto_l,1,9/3/2015,Thursday,18:43:57,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
33317,14728,cali_ckn_l,1,9/3/2015,Thursday,18:49:15,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
33319,14728,peppr_salami_l,1,9/3/2015,Thursday,18:49:15,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
33321,14729,ital_cpcllo_l,1,9/3/2015,Thursday,18:54:05,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
33328,14732,ital_cpcllo_l,1,9/3/2015,Thursday,19:00:01,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
33335,14735,cali_ckn_l,1,9/3/2015,Thursday,20:05:40,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
33336,14735,four_cheese_l,1,9/3/2015,Thursday,20:05:40,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
33339,14736,veggie_veg_l,1,9/3/2015,Thursday,20:21:36,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
33340,14737,bbq_ckn_l,1,9/3/2015,Thursday,20:50:31,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33341,14737,napolitana_l,1,9/3/2015,Thursday,20:50:31,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
33342,14737,spicy_ital_l,1,9/3/2015,Thursday,20:50:31,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
33345,14738,southw_ckn_l,1,9/3/2015,Thursday,21:25:34,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
33346,14739,pep_msh_pep_l,1,9/3/2015,Thursday,22:13:55,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
33348,14740,mexicana_l,1,9/4/2015,Friday,11:16:43,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
33349,14741,bbq_ckn_l,1,9/4/2015,Friday,11:31:47,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
33351,14741,pepperoni_l,1,9/4/2015,Friday,11:31:47,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
33356,14743,hawaiian_l,1,9/4/2015,Friday,11:41:58,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
33358,14744,classic_dlx_l,1,9/4/2015,Friday,12:04:05,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
33359,14744,mexicana_l,1,9/4/2015,Friday,12:04:05,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
